0.2,0,35.24
0.4,0,17.22
0.6,0,12.1
0.8,0,9.8
1,0,8.52
1.2,0.04,7.74
1.4,0.14,7.22
1.6,0.2,6.86
1.8,0.28,6.58
2,0.34,6.4
