0.2,35.3,19.14
0.4,17.3,16.46
0.6,12.1,27.02
0.8,9.8,23.7
1,8.6,22.78
1.2,0.1,5.18
1.2,7.8,21.34
1.4,0.2,5.1
1.4,7.3,20.78
1.6,0.2,4.62
1.6,6.9,20.46
1.8,0.3,5.02
1.8,6.6,20.26
2,0.4,5.46
2,6.4,20.16
